1.0,0.03,0.6,0.6,0.90973,-1.64609,0.33959,0.31425
0.5,0.025,0.9,1.0,0.85778,-1.72397,0.35082,0.32368
0.5,0.03,0.9,0.8,0.9064,-1.22778,0.33207,0.26464
2.0,0.025,0.8,1.0,0.60236,-3.63369,0.54857,0.5503
1.0,0.03,0.6,0.8,0.91063,-1.46127,0.29867,0.29225
2.0,0.2,0.9,0.6,0.32975,-7.09976,1.15406,0.96221
2.0,0.025,0.9,0.8,0.42866,-4.95071,0.65382,0.70669
2.0,0.025,0.7,1.0,0.76403,-2.48281,0.44135,0.41387
1.0,0.03,0.7,0.6,0.9301,-1.31502,0.30984,0.27487
0.5,0.2,0.6,0.8,0.94056,-1.22558,0.32848,0.26439
1.0,0.025,0.7,1.0,0.88317,-1.51345,0.31988,0.29844
2.0,0.025,0.8,0.6,0.85299,-1.73482,0.36028,0.32495
1.0,0.025,0.7,0.8,0.91289,-1.28943,0.29373,0.2721
1.0,0.2,0.9,0.8,0.42338,-5.96679,0.98993,0.82712
2.0,0.2,0.7,1.0,0.76446,-2.61646,0.51138,0.42963
0.5,0.2,0.9,0.8,0.50647,-5.11811,0.88129,0.7265
1.0,0.03,0.7,0.8,0.91965,-1.2317,0.29136,0.26491
0.5,0.03,0.9,1.0,0.87694,-1.54176,0.34421,0.30196
2.0,0.03,0.8,0.6,0.87571,-1.51509,0.35133,0.29876
0.5,0.2,0.7,0.6,0.91217,-1.36047,0.32841,0.28043
0.5,0.03,0.6,0.6,0.88226,-2.01005,0.37274,0.35752
1.0,0.025,0.9,0.8,0.66384,-3.23744,0.49654,0.50364
2.0,0.2,0.9,0.8,0.33594,-7.01276,1.13474,0.95197
2.0,0.03,0.7,0.8,0.87431,-1.5613,0.32801,0.30437
2.0,0.2,0.7,0.6,0.74651,-2.82167,0.55138,0.45425
0.5,0.03,0.7,0.8,0.9023,-1.74129,0.34656,0.32556
0.5,0.2,0.8,0.8,0.79718,-2.37229,0.47638,0.40053
2.0,0.2,0.6,0.8,0.8654,-1.74174,0.38628,0.32553
0.5,0.025,0.8,1.0,0.91063,-1.35813,0.29765,0.28008
0.5,0.03,0.6,1.0,0.88296,-1.90251,0.34297,0.34486
2.0,0.025,0.9,0.6,0.58208,-3.88247,0.53158,0.57995
1.0,0.2,0.9,1.0,0.42642,-5.89856,0.97486,0.81921
1.0,0.03,0.7,1.0,0.89735,-1.40701,0.30119,0.2857
1.0,0.03,0.8,1.0,0.84686,-1.8113,0.36091,0.33377
0.5,0.03,0.7,1.0,0.89982,-1.69661,0.32702,0.32018
2.0,0.025,0.8,0.8,0.72222,-2.79895,0.45247,0.45134
2.0,0.2,0.8,0.6,0.56133,-4.52046,0.80724,0.65547
1.0,0.2,0.6,0.8,0.92349,-1.2642,0.32824,0.26899
0.5,0.2,0.9,1.0,0.50848,-5.09032,0.87663,0.7236
1.0,0.2,0.6,0.6,0.92377,-1.28561,0.32582,0.27145
0.5,0.025,0.6,0.6,0.87771,-2.06894,0.37825,0.36458
0.5,0.2,0.8,1.0,0.79796,-2.36496,0.47435,0.39939
2.0,0.03,0.6,0.6,0.92242,-1.29302,0.29729,0.27246
2.0,0.2,0.6,0.6,0.85633,-1.85538,0.39579,0.33936
0.5,0.03,0.9,0.6,0.93216,-1.02143,0.31102,0.24008
2.0,0.03,0.7,0.6,0.92412,-1.1066,0.29547,0.25017
1.0,0.03,0.9,0.6,0.81829,-2.03344,0.41211,0.36036
2.0,0.2,0.7,0.8,0.75554,-2.72198,0.53175,0.4421
0.5,0.03,0.7,0.6,0.90033,-1.8062,0.35926,0.33325
1.0,0.025,0.8,0.8,0.87893,-1.50818,0.33272,0.29771
0.5,0.025,0.7,1.0,0.89654,-1.6897,0.32048,0.31961
1.0,0.025,0.8,0.6,0.92869,-1.05546,0.30133,0.24416
1.0,0.025,0.7,0.6,0.92608,-1.32803,0.30498,0.27661
1.0,0.025,0.6,0.6,0.91055,-1.59415,0.32774,0.30811
0.5,0.2,0.7,1.0,0.91331,-1.31518,0.32714,0.27492
1.0,0.025,0.8,1.0,0.8219,-2.01985,0.3849,0.35879
2.0,0.2,0.8,0.8,0.57293,-4.37731,0.77889,0.6386
1.0,0.2,0.6,1.0,0.92548,-1.21653,0.32619,0.26321
0.5,0.025,0.7,0.8,0.90295,-1.68522,0.33178,0.31872
1.0,0.03,0.8,0.8,0.89795,-1.3365,0.3171,0.27748
2.0,0.03,0.7,1.0,0.81214,-2.10388,0.38844,0.36866
2.0,0.025,0.7,0.6,0.91428,-1.19803,0.29834,0.26119
2.0,0.03,0.9,0.6,0.6216,-3.60132,0.52845,0.5461
1.0,0.2,0.7,1.0,0.86517,-1.72394,0.38025,0.32318
1.0,0.2,0.7,0.6,0.85934,-1.80998,0.38618,0.3338
0.5,0.2,0.7,0.8,0.91181,-1.35548,0.3307,0.27977
0.5,0.03,0.8,1.0,0.91797,-1.33733,0.3006,0.27776
2.0,0.025,0.6,1.0,0.8412,-1.8702,0.36754,0.34089
0.5,0.03,0.6,0.8,0.8829,-1.92688,0.35255,0.34776
2.0,0.03,0.8,1.0,0.66397,-3.21493,0.50174,0.50084
2.0,0.03,0.6,0.8,0.90203,-1.35623,0.294,0.27977
1.0,0.025,0.6,0.8,0.90663,-1.4771,0.29499,0.29426
1.0,0.03,0.9,0.8,0.6897,-3.06007,0.47184,0.48219
1.0,0.2,0.7,0.8,0.86248,-1.7679,0.38479,0.32892
2.0,0.025,0.7,0.8,0.8471,-1.81838,0.35705,0.33483
2.0,0.03,0.8,0.8,0.77204,-2.42515,0.40994,0.40675
2.0,0.03,0.6,1.0,0.86844,-1.64245,0.33647,0.31388
1.0,0.03,0.9,1.0,0.61478,-3.5806,0.52626,0.54451
0.5,0.2,0.6,1.0,0.94173,-1.18662,0.32339,0.25966
0.5,0.2,0.8,0.6,0.79603,-2.40944,0.48213,0.4051
1.0,0.2,0.9,0.6,0.41883,-6.01518,1.00452,0.83296
2.0,0.2,0.8,1.0,0.58294,-4.24266,0.7519,0.62277
0.5,0.2,0.9,0.6,0.50423,-5.15308,0.88943,0.73079
2.0,0.03,0.9,1.0,0.37124,-5.32032,0.68732,0.75098
1.0,0.2,0.8,0.6,0.70316,-3.24369,0.61682,0.50444
1.0,0.2,0.8,1.0,0.71115,-3.11253,0.58937,0.48861
0.5,0.025,0.9,0.6,0.93101,-0.99743,0.31044,0.23726
0.5,0.025,0.8,0.6,0.9232,-1.40702,0.31731,0.28591
0.5,0.025,0.6,0.8,0.88199,-1.9708,0.35961,0.35285
0.5,0.2,0.6,0.6,0.94137,-1.20631,0.32564,0.26216
1.0,0.03,0.8,0.6,0.93683,-1.02361,0.29893,0.24037
2.0,0.025,0.6,0.6,0.92081,-1.2673,0.29041,0.26941
1.0,0.03,0.6,1.0,0.89659,-1.51198,0.29349,0.29841
0.5,0.03,0.8,0.6,0.92921,-1.40324,0.32862,0.28532
2.0,0.025,0.9,1.0,0.32729,-5.65563,0.73787,0.79089
0.5,0.025,0.6,1.0,0.88317,-1.89954,0.3413,0.34424
2.0,0.03,0.9,0.8,0.47402,-4.63174,0.60926,0.66946
0.5,0.025,0.7,0.6,0.89965,-1.77997,0.35157,0.33
2.0,0.2,0.9,1.0,0.34029,-6.90817,1.10889,0.93945
2.0,0.025,0.6,0.8,0.89128,-1.43738,0.30745,0.28959
1.0,0.025,0.9,1.0,0.55879,-3.95156,0.57172,0.58857
0.5,0.03,0.8,0.8,0.92878,-1.28833,0.30536,0.2716
1.0,0.025,0.9,0.6,0.79571,-2.21741,0.42972,0.38232
1.0,0.025,0.6,1.0,0.89367,-1.50663,0.297,0.29783
1.0,0.2,0.8,0.8,0.70742,-3.16965,0.60077,0.4952
0.5,0.025,0.9,0.8,0.90614,-1.23807,0.33349,0.26592
2.0,0.2,0.6,1.0,0.86962,-1.68574,0.38245,0.31906
0.5,0.025,0.8,0.8,0.92272,-1.31244,0.30019,0.27471
